Address,CaseNumber,CouncilDistrict,CrimeAgainst,CustomCrimeAgainst,CustomCrimeCategory,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseCount,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,ReportMonthYear
,26-X6135335,1,Person,Person,Assault: Simple/Intimidation,Pleasant Valley,1/13/2026,1219,Assault Offenses,1,Simple Assault,,,,,1/13/2026,January 2026
,26-X6135378,2,Person,Person,Assault: Aggravated,St Johns,1/12/2026,1359,Assault Offenses,1,Aggravated Assault,,,,,1/12/2026,January 2026
,26-X6135523,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,1/14/2026,1957,Assault Offenses,1,Simple Assault,,,,,1/14/2026,January 2026
,26-X6135526,3,Person,Person,Assault: Simple/Intimidation,Brooklyn,1/14/2026,2133,Assault Offenses,1,Simple Assault,,,,,1/14/2026,January 2026
,26-X6135553,3,Person,Person,Assault: Simple/Intimidation,Montavilla,1/14/2026,2155,Assault Offenses,1,Simple Assault,,,,,1/14/2026,January 2026
,26-X6135598,4,Person,Person,Assault: Aggravated,Old Town/Chinatown,1/7/2026,0,Assault Offenses,1,Aggravated Assault,,,,,1/14/2026,January 2026
,26-X6135620,1,Person,Person,Assault: Simple/Intimidation,Lents,1/14/2026,1214,Assault Offenses,1,Simple Assault,,,,,1/14/2026,January 2026
,26-X6135630,3,Person,Person,Assault: Aggravated,Kerns,1/14/2026,1502,Assault Offenses,1,Aggravated Assault,,,,,1/14/2026,January 2026
,26-X6135632,4,Person,Person,Assault: Simple/Intimidation,Downtown,1/14/2026,1927,Assault Offenses,1,Simple Assault,,,,,1/14/2026,January 2026
,26-X6135635,2,Person,Person,Assault: Simple/Intimidation,Hayden Island,1/14/2026,1951,Assault Offenses,1,Simple Assault,,,,,1/14/2026,January 2026
,26-X6135679,1,Person,Person,Assault: Simple/Intimidation,Centennial,1/12/2026,1808,Assault Offenses,1,Simple Assault,,,,,1/12/2026,January 2026
,26-X6135695,2,Person,Person,Assault: Simple/Intimidation,King,1/13/2026,1651,Assault Offenses,1,Simple Assault,,,,,1/13/2026,January 2026
,26-X6135699,2,Person,Person,Assault: Simple/Intimidation,Cully,1/13/2026,1600,Assault Offenses,1,Simple Assault,,,,,1/13/2026,January 2026
,26-X6135821,1,Person,Person,Assault: Simple/Intimidation,Mill Park,1/14/2026,700,Assault Offenses,1,Simple Assault,,,,,1/14/2026,January 2026
,26-X6135895,1,Person,Person,Assault: Simple/Intimidation,Argay,1/14/2026,2302,Assault Offenses,1,Intimidation,,,,,1/14/2026,January 2026
,26-X6135905,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,1/14/2026,2314,Assault Offenses,1,Simple Assault,,,,,1/14/2026,January 2026
,26-X6135911,2,Person,Person,Assault: Simple/Intimidation,Concordia,1/15/2026,1530,Assault Offenses,1,Simple Assault,,,,,1/15/2026,January 2026
,26-X6135913,1,Person,Person,Assault: Simple/Intimidation,Wilkes,1/15/2026,1,Assault Offenses,1,Simple Assault,,,,,1/15/2026,January 2026
,26-X6135924,1,Property,Property,Vandalism,Lents,1/15/2026,348,Vandalism,1,Vandalism,,,,,1/15/2026,January 2026
,26-X6135934,1,Person,Person,Assault: Aggravated,Hazelwood,1/15/2026,58,Assault Offenses,1,Aggravated Assault,,,,,1/15/2026,January 2026
,26-X6135969,3,Person,Person,Assault: Simple/Intimidation,Mt Scott-Arleta,1/15/2026,502,Assault Offenses,1,Simple Assault,,,,,1/15/2026,January 2026
,26-X6135996,2,Person,Person,Assault: Aggravated,Bridgeton,1/14/2026,1900,Assault Offenses,1,Aggravated Assault,,,,,1/15/2026,January 2026
,26-X6136010,1,Person,Person,Assault: Simple/Intimidation,Mill Park,1/15/2026,1000,Assault Offenses,1,Simple Assault,,,,,1/15/2026,January 2026
,26-X6136122,3,Person,Person,Sex Offenses,Kerns,12/31/2025,1240,Sex Offenses,1,Fondling,,,,,1/4/2026,January 2026
,26-X6136167,4,Person,Person,Assault: Aggravated,Downtown,1/16/2026,400,Assault Offenses,1,Aggravated Assault,,,,,1/16/2026,January 2026
,26-X6136266,1,Person,Person,Assault: Aggravated,Hazelwood,1/17/2026,34,Assault Offenses,1,Aggravated Assault,,,,,1/17/2026,January 2026
,26-X6136380,4,Person,Person,Sex Offenses,Pearl,1/16/2026,1727,Sex Offenses,1,Rape,,,,,1/16/2026,January 2026
,26-X6136381,4,Person,Person,Sex Offenses,Homestead,1/16/2026,2338,Sex Offenses,1,Rape,,,,,1/16/2026,January 2026
,26-X6136382,,Person,Person,Sex Offenses,Other,1/4/2026,1800,Sex Offenses,1,Statutory Rape,,,,,1/16/2026,January 2026
,26-X6136406,3,Property,Property,Larceny: Car Prowl - Other,Buckman West,1/1/2026,1012,Larceny Offenses,1,Theft From Motor Vehicle,,,,,1/1/2026,January 2026
,26-X6136406,3,Property,Property,Vandalism,Buckman West,1/1/2026,1012,Vandalism,1,Vandalism,,,,,1/1/2026,January 2026
,26-X6136412,4,Person,Person,Assault: Simple/Intimidation,Northwest,1/15/2026,516,Assault Offenses,1,Simple Assault,,,,,1/15/2026,January 2026
,26-X6136452,3,Person,Person,Assault: Simple/Intimidation,Creston-Kenilworth,1/16/2026,2358,Assault Offenses,1,Simple Assault,,,,,1/17/2026,January 2026
,26-X6136473,1,Person,Person,Assault: Simple/Intimidation,Pleasant Valley,1/17/2026,1832,Assault Offenses,1,Simple Assault,,,,,1/17/2026,January 2026
,26-X6136478,3,Person,Person,Assault: Simple/Intimidation,Kerns,1/17/2026,1730,Assault Offenses,1,Simple Assault,,,,,1/17/2026,January 2026
,26-X6136499,1,Person,Person,Assault: Simple/Intimidation,Wilkes,1/17/2026,2238,Assault Offenses,1,Simple Assault,,,,,1/17/2026,January 2026
,26-X6136510,2,Property,Property,Larceny: Other,Humboldt,1/13/2026,1816,Larceny Offenses,1,Theft From Building,,,,,1/13/2026,January 2026
,26-X6136511,1,Person,Person,Assault: Aggravated,Centennial,1/18/2026,52,Assault Offenses,1,Aggravated Assault,,,,,1/18/2026,January 2026
,26-X6136511,1,Society,Society,Weapon Law Violations,Centennial,1/18/2026,52,Weapon Law Violations,1,Weapons Law Violations,,,,,1/18/2026,January 2026
,26-X6136513,4,Property,Property,Vandalism,South Portland,10/1/2025,0,Vandalism,1,Vandalism,,,,,1/15/2026,January 2026
,26-X6136513,4,Society,Society,Other Society Offenses,South Portland,10/1/2025,0,Pornography/Obscene Material,1,Pornography/Obscene Material,,,,,1/15/2026,January 2026
,26-X6136515,2,Property,Property,Robbery,St Johns,1/15/2026,1815,Robbery,1,Robbery,,,,,1/15/2026,January 2026
,26-X6136517,4,Property,Property,Vandalism,Hayhurst,1/15/2026,1800,Vandalism,1,Vandalism,,,,,1/15/2026,January 2026
,26-X6136520,2,Person,Person,Assault: Simple/Intimidation,King,1/15/2026,2310,Assault Offenses,1,Simple Assault,,,,,1/15/2026,January 2026
,26-X6136521,1,Property,Property,Larceny: Other,Hazelwood,1/16/2026,530,Larceny Offenses,1,All Other Larceny,,,,,1/16/2026,January 2026
,26-X6136523,3,Person,Person,Assault: Aggravated,Madison South,1/1/2021,0,Assault Offenses,1,Aggravated Assault,,,,,1/16/2026,January 2026
,26-X6136526,1,Person,Person,Assault: Simple/Intimidation,Lents,1/16/2026,1142,Assault Offenses,1,Intimidation,,,,,1/16/2026,January 2026
,26-X6136530,4,Person,Person,Sex Offenses,Sellwood-Moreland,9/1/2019,2300,Sex Offenses,1,Sexual Assault With An Object,,,,,1/16/2026,January 2026
,26-X6136532,4,Person,Person,Assault: Simple/Intimidation,Southwest Hills,1/16/2026,1611,Assault Offenses,1,Simple Assault,,,,,1/16/2026,January 2026
,26-X6136536,3,Person,Person,Assault: Simple/Intimidation,Madison South,1/16/2026,2327,Assault Offenses,1,Simple Assault,,,,,1/16/2026,January 2026
,26-X6136540,4,Person,Person,Assault: Simple/Intimidation,Downtown,1/17/2026,258,Assault Offenses,1,Simple Assault,,,,,1/17/2026,January 2026
,26-X6136547,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,1/17/2026,1511,Assault Offenses,1,Simple Assault,,,,,1/17/2026,January 2026
,26-X6136550,2,Person,Person,Assault: Simple/Intimidation,St Johns,1/17/2026,1915,Assault Offenses,1,Simple Assault,,,,,1/17/2026,January 2026
,26-X6136562,4,Person,Person,Assault: Aggravated,Downtown,1/15/2026,1018,Assault Offenses,1,Aggravated Assault,,,,,1/17/2026,January 2026
,26-X6136578,4,Person,Person,Assault: Aggravated,Downtown,1/18/2026,255,Assault Offenses,1,Aggravated Assault,,,,,1/18/2026,January 2026
,26-X6136581,1,Person,Person,Assault: Simple/Intimidation,Parkrose,1/18/2026,357,Assault Offenses,1,Simple Assault,,,,,1/18/2026,January 2026
,26-X6136583,2,Person,Person,Assault: Simple/Intimidation,Hollywood,1/18/2026,442,Assault Offenses,1,Simple Assault,,,,,1/18/2026,January 2026
,26-X6136583,2,Society,Society,Weapon Law Violations,Hollywood,1/18/2026,442,Weapon Law Violations,1,Weapons Law Violations,,,,,1/18/2026,January 2026
,26-X6136591,3,Person,Person,Assault: Aggravated,Roseway,1/13/2026,1730,Assault Offenses,1,Aggravated Assault,,,,,1/13/2026,January 2026
,26-X6136614,1,Person,Person,Assault: Aggravated,Lents,1/18/2026,2145,Assault Offenses,1,Aggravated Assault,,,,,1/18/2026,January 2026
,26-X6136710,4,Person,Person,Assault: Simple/Intimidation,South Portland,1/17/2026,1126,Assault Offenses,1,Simple Assault,,,,,1/17/2026,January 2026
,26-X6136715,1,Person,Person,Assault: Simple/Intimidation,Hazelwood,1/18/2026,17,Assault Offenses,1,Simple Assault,,,,,1/18/2026,January 2026
,26-X6136717,,Person,Person,Assault: Simple/Intimidation,Other,1/18/2026,637,Assault Offenses,1,Simple Assault,,,,,1/18/2026,January 2026
,26-X6136718,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,1/18/2026,654,Assault Offenses,1,Simple Assault,,,,,1/18/2026,January 2026
,26-X6136721,2,Person,Person,Assault: Simple/Intimidation,Overlook,1/18/2026,658,Assault Offenses,1,Simple Assault,,,,,1/18/2026,January 2026
,26-X6136723,,Person,Person,Assault: Aggravated,Other,1/11/2026,1350,Assault Offenses,1,Aggravated Assault,,,,,1/18/2026,January 2026
,26-X6136725,4,Person,Person,Assault: Simple/Intimidation,Old Town/Chinatown,1/18/2026,200,Assault Offenses,1,Simple Assault,,,,,1/18/2026,January 2026
,26-X6136729,1,Person,Person,Assault: Simple/Intimidation,Hazelwood,1/18/2026,1642,Assault Offenses,1,Simple Assault,,,,,1/18/2026,January 2026
,26-X6136737,3,Person,Person,Assault: Simple/Intimidation,Creston-Kenilworth,1/18/2026,1701,Assault Offenses,1,Simple Assault,,,,,1/18/2026,January 2026
,26-X6136738,4,Person,Person,Assault: Simple/Intimidation,Eastmoreland,1/18/2026,2011,Assault Offenses,1,Simple Assault,,,,,1/18/2026,January 2026
,26-X6136739,4,Person,Person,Assault: Simple/Intimidation,Hillsdale,1/19/2026,826,Assault Offenses,1,Simple Assault,,,,,1/19/2026,January 2026
,26-X6136740,2,Person,Person,Assault: Aggravated,Portsmouth,1/19/2026,930,Assault Offenses,1,Aggravated Assault,,,,,1/19/2026,January 2026
,26-X6136748,4,Person,Person,Assault: Aggravated,Downtown,1/19/2026,1518,Assault Offenses,1,Aggravated Assault,,,,,1/19/2026,January 2026
,26-X6136755,2,Person,Person,Assault: Aggravated,Cully,1/18/2026,640,Assault Offenses,1,Aggravated Assault,,,,,1/19/2026,January 2026
,26-X6136758,4,Property,Property,Vandalism,West Portland Park,1/19/2026,1858,Vandalism,1,Vandalism,,,,,1/19/2026,January 2026
,26-X6136764,1,Person,Person,Assault: Simple/Intimidation,Glenfair,1/19/2026,2329,Assault Offenses,1,Simple Assault,,,,,1/19/2026,January 2026
,26-X6136766,3,Person,Person,Assault: Aggravated,Kerns,1/20/2026,140,Assault Offenses,1,Aggravated Assault,,,,,1/20/2026,January 2026
,26-X6136770,2,Person,Person,Assault: Aggravated,Sullivan's Gulch,1/19/2026,2021,Assault Offenses,1,Aggravated Assault,,,,,1/19/2026,January 2026
,26-X6136770,2,Person,Person,Assault: Simple/Intimidation,Sullivan's Gulch,1/19/2026,2021,Assault Offenses,1,Intimidation,,,,,1/19/2026,January 2026
,26-X6136770,2,Society,Society,Weapon Law Violations,Sullivan's Gulch,1/19/2026,2021,Weapon Law Violations,1,Weapons Law Violations,,,,,1/19/2026,January 2026
,26-X6136956,2,Person,Person,Assault: Aggravated,Portsmouth,1/20/2026,1430,Assault Offenses,1,Aggravated Assault,,,,,1/20/2026,January 2026
,26-X6136956,2,Property,Property,Vandalism,Portsmouth,1/20/2026,1430,Vandalism,1,Vandalism,,,,,1/20/2026,January 2026
,26-X6136983,1,Person,Person,Assault: Simple/Intimidation,Glenfair,1/20/2026,2316,Assault Offenses,1,Simple Assault,,,,,1/21/2026,January 2026
,26-X6137017,1,Person,Person,Assault: Aggravated,Hazelwood,1/21/2026,118,Assault Offenses,1,Aggravated Assault,,,,,1/21/2026,January 2026
,26-X6137050,4,Person,Person,Assault: Aggravated,Downtown,1/20/2026,933,Assault Offenses,1,Aggravated Assault,,,,,1/20/2026,January 2026
,26-X6137186,1,Person,Person,Sex Offenses,Russell,12/20/2024,2144,Sex Offenses,1,Fondling,,,,,1/7/2026,January 2026
,26-X6137249,3,Person,Person,Assault: Simple/Intimidation,Brentwood-Darlington,1/21/2026,932,Assault Offenses,1,Simple Assault,,,,,1/21/2026,January 2026
,26-X6137389,1,Person,Person,Assault: Simple/Intimidation,Pleasant Valley,1/14/2026,1400,Assault Offenses,1,Simple Assault,,,,,1/15/2026,January 2026
,26-X6137413,2,Person,Person,Assault: Simple/Intimidation,Piedmont,1/21/2026,919,Assault Offenses,1,Simple Assault,,,,,1/21/2026,January 2026
,26-X6137438,1,Property,Property,Larceny: Other,Hazelwood,1/2/2026,1704,Larceny Offenses,1,Purse-Snatching,,,,,1/2/2026,January 2026
,26-X6137439,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,1/16/2026,1736,Assault Offenses,1,Simple Assault,,,,,1/16/2026,January 2026
,26-X6137489,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,1/21/2026,1838,Assault Offenses,1,Simple Assault,,,,,1/21/2026,January 2026
,26-X6137498,2,Person,Person,Assault: Simple/Intimidation,Concordia,1/21/2026,2357,Assault Offenses,1,Simple Assault,,,,,1/22/2026,January 2026
,26-X6137592,1,Person,Person,Assault: Simple/Intimidation,Centennial,1/19/2026,2356,Assault Offenses,1,Simple Assault,,,,,1/19/2026,January 2026
,26-X6137597,3,Person,Person,Assault: Simple/Intimidation,Kerns,1/20/2026,1332,Assault Offenses,1,Simple Assault,,,,,1/20/2026,January 2026
,26-X6137600,2,Person,Person,Assault: Simple/Intimidation,Humboldt,1/20/2026,2351,Assault Offenses,1,Intimidation,,,,,1/20/2026,January 2026
,26-X6137630,4,Person,Person,Assault: Simple/Intimidation,Sellwood-Moreland,1/21/2026,749,Assault Offenses,1,Intimidation,,,,,1/21/2026,January 2026
,26-X6137635,4,Property,Property,Other Property Offenses,Pearl,1/21/2026,930,Extortion/Blackmail,1,Extortion/Blackmail,,,,,1/21/2026,January 2026
,26-X6137668,4,Person,Person,Sex Offenses,Old Town/Chinatown,1/19/2026,330,Sex Offenses,1,Fondling,,,,,1/19/2026,January 2026
,26-X6137729,1,Person,Person,Assault: Simple/Intimidation,Pleasant Valley,1/22/2026,857,Assault Offenses,1,Simple Assault,,,,,1/22/2026,January 2026
,26-X6137733,2,Person,Person,Assault: Aggravated,Portsmouth,1/18/2026,1000,Assault Offenses,1,Aggravated Assault,,,,,1/21/2026,January 2026
,26-X6137741,3,Person,Person,Assault: Aggravated,Madison South,1/9/2026,1925,Assault Offenses,1,Aggravated Assault,,,,,1/9/2026,January 2026
,26-X6137742,1,Person,Person,Assault: Simple/Intimidation,Parkrose,1/21/2026,2144,Assault Offenses,1,Simple Assault,,,,,1/21/2026,January 2026
,26-X6137748,2,Person,Person,Assault: Simple/Intimidation,Portsmouth,1/21/2026,1508,Assault Offenses,1,Simple Assault,,,,,1/21/2026,January 2026
,26-X6137755,4,Person,Person,Assault: Simple/Intimidation,Goose Hollow,1/21/2026,1829,Assault Offenses,1,Simple Assault,,,,,1/21/2026,January 2026
,26-X6137780,1,Person,Person,Assault: Simple/Intimidation,Glenfair,1/22/2026,258,Assault Offenses,1,Simple Assault,,,,,1/22/2026,January 2026
,26-X6137868,1,Person,Person,Assault: Simple/Intimidation,Parkrose,1/22/2026,2051,Assault Offenses,1,Simple Assault,,,,,1/22/2026,January 2026
,26-X6137876,1,Person,Person,Assault: Simple/Intimidation,Hazelwood,1/23/2026,225,Assault Offenses,1,Simple Assault,,,,,1/23/2026,January 2026
,26-X6137884,2,Person,Person,Assault: Aggravated,Kenton,1/22/2026,9,Assault Offenses,1,Aggravated Assault,,,,,1/22/2026,January 2026
,26-X6137886,1,Person,Person,Assault: Simple/Intimidation,Parkrose,1/22/2026,45,Assault Offenses,1,Simple Assault,,,,,1/22/2026,January 2026
,26-X6137908,2,Person,Person,Assault: Simple/Intimidation,Cully,1/22/2026,203,Assault Offenses,1,Simple Assault,,,,,1/22/2026,January 2026
,26-X6137934,2,Person,Person,Assault: Simple/Intimidation,Boise,12/6/2025,1800,Assault Offenses,1,Simple Assault,,,,,1/22/2026,January 2026
,26-X6137937,1,Person,Person,Assault: Simple/Intimidation,Wilkes,1/21/2026,1930,Assault Offenses,1,Simple Assault,,,,,1/22/2026,January 2026
,26-X6137943,1,Person,Person,Assault: Aggravated,Powellhurst-Gilbert,1/22/2026,2014,Assault Offenses,1,Aggravated Assault,,,,,1/22/2026,January 2026
,26-X6137944,2,Person,Person,Assault: Simple/Intimidation,Kenton,1/22/2026,2030,Assault Offenses,1,Simple Assault,,,,,1/22/2026,January 2026
,26-X6137947,1,Person,Person,Assault: Simple/Intimidation,Lents,1/22/2026,2144,Assault Offenses,1,Simple Assault,,,,,1/22/2026,January 2026
,26-X6137961,2,Person,Person,Assault: Simple/Intimidation,Arbor Lodge,1/22/2026,1817,Assault Offenses,1,Simple Assault,,,,,1/22/2026,January 2026
,26-X6138053,4,Person,Person,Assault: Simple/Intimidation,Pearl,1/23/2026,600,Assault Offenses,1,Simple Assault,,,,,1/23/2026,January 2026
,26-X6138211,4,Person,Person,Sex Offenses,Northwest,1/23/2026,1103,Sex Offenses,1,Rape,,,,,1/23/2026,January 2026
,26-X6138216,3,Person,Person,Sex Offenses,Brentwood-Darlington,1/20/2026,1000,Sex Offenses,1,Rape,,,,,1/22/2026,January 2026
,26-X6138222,1,Property,Property,Robbery,Powellhurst-Gilbert,1/21/2026,1634,Robbery,1,Robbery,,,,,1/21/2026,January 2026
,26-X6138235,4,Person,Person,Assault: Simple/Intimidation,Marshall Park,1/23/2026,2214,Assault Offenses,1,Simple Assault,,,,,1/23/2026,January 2026
,26-X6138242,1,Person,Person,Assault: Simple/Intimidation,Centennial,1/16/2026,1230,Assault Offenses,1,Simple Assault,,,,,1/16/2026,January 2026
,26-X6138249,2,Person,Person,Assault: Simple/Intimidation,Eliot,1/24/2026,902,Assault Offenses,1,Simple Assault,,,,,1/24/2026,January 2026
,26-X6138250,4,Person,Person,Assault: Simple/Intimidation,Reed,1/23/2026,1850,Assault Offenses,1,Simple Assault,,,,,1/23/2026,January 2026
,26-X6138254,3,Person,Person,Assault: Simple/Intimidation,Foster-Powell,1/23/2026,1106,Assault Offenses,1,Simple Assault,,,,,1/23/2026,January 2026
,26-X6138289,2,Person,Person,Assault: Aggravated,Eliot,1/23/2026,1937,Assault Offenses,1,Aggravated Assault,,,,,1/23/2026,January 2026
,26-X6138354,1,Property,Property,Arson,Powellhurst-Gilbert,1/24/2026,1045,Arson,1,Arson,,,,,1/24/2026,January 2026
,26-X6138446,4,Person,Person,Sex Offenses,Northwest,11/1/2024,100,Sex Offenses,1,Rape,,,,,1/24/2026,January 2026
,26-X6138451,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,1/24/2026,1008,Assault Offenses,1,Intimidation,,,,,1/24/2026,January 2026
,26-X6138463,4,Person,Person,Assault: Aggravated,Hayhurst,1/23/2026,1958,Assault Offenses,1,Aggravated Assault,,,,,1/23/2026,January 2026
,26-X6138466,3,Person,Person,Assault: Aggravated,Creston-Kenilworth,1/23/2026,2116,Assault Offenses,1,Aggravated Assault,,,,,1/23/2026,January 2026
,26-X6138485,1,Person,Person,Assault: Aggravated,Centennial,1/23/2026,1904,Assault Offenses,1,Aggravated Assault,,,,,1/23/2026,January 2026
,26-X6138485,1,Property,Property,Vandalism,Centennial,1/23/2026,1904,Vandalism,1,Vandalism,,,,,1/23/2026,January 2026
,26-X6138486,4,Person,Person,Assault: Simple/Intimidation,Hillsdale,1/23/2026,1500,Assault Offenses,1,Simple Assault,,,,,1/24/2026,January 2026
,26-X6138501,2,Person,Person,Assault: Simple/Intimidation,Arbor Lodge,1/24/2026,753,Assault Offenses,1,Simple Assault,,,,,1/24/2026,January 2026
,26-X6138524,1,Person,Person,Assault: Aggravated,Argay,1/21/2026,1,Assault Offenses,1,Aggravated Assault,,,,,1/22/2026,January 2026
,26-X6138526,1,Person,Person,Assault: Aggravated,Lents,1/24/2026,2157,Assault Offenses,1,Aggravated Assault,,,,,1/25/2026,January 2026
,26-X6138530,4,Person,Person,Assault: Simple/Intimidation,Northwest,1/24/2026,2149,Assault Offenses,1,Simple Assault,,,,,1/24/2026,January 2026
,26-X6138533,4,Person,Person,Assault: Simple/Intimidation,South Portland,1/23/2026,1305,Assault Offenses,1,Simple Assault,,,,,1/23/2026,January 2026
,26-X6138535,2,Person,Person,Assault: Simple/Intimidation,Cathedral Park,1/23/2026,1436,Assault Offenses,1,Simple Assault,,,,,1/23/2026,January 2026
,26-X6138537,3,Person,Person,Assault: Simple/Intimidation,Foster-Powell,1/23/2026,1442,Assault Offenses,1,Simple Assault,,,,,1/23/2026,January 2026
,26-X6138538,1,Person,Person,Assault: Simple/Intimidation,Centennial,1/23/2026,1452,Assault Offenses,1,Simple Assault,,,,,1/23/2026,January 2026
,26-X6138543,1,Person,Person,Assault: Simple/Intimidation,Powellhurst-Gilbert,1/23/2026,1651,Assault Offenses,1,Simple Assault,,,,,1/23/2026,January 2026
,26-X6138548,3,Person,Person,Assault: Aggravated,Brentwood-Darlington,1/25/2026,154,Assault Offenses,1,Aggravated Assault,,,,,1/25/2026,January 2026
